BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t75,2268.866697638881,2.503527941640037e-9,-2.7779791974552815e-9,0.0,0.0,6.046073711757847e-12,7.7495490235112e-13,12049.084159793727,-156.44806557425775,-13208.06903594535,27860.294526666417,6856.798615383007,-4.528749193867519e-9,0.0,0.0,6.052242770593904e-12,7.827050599260445e-13,51941.385034070314,-520.9042532566457,-84240.11818738672,9097.180655688438,2.62654771476673e-9,-2.3888473084528193e-9,0.0,0.0,6.038006624179008e-12,7.75060061931227e-13,-2577.2022412323217,-61.28424008557643,-3838.3550220117195,18250.097577994573,2.741504906338535e-9,-2.5858764321939437e-9,0.0,0.0,6.033862987451948e-12,7.840769861898572e-13,-14832.818120155385,-211.94177831973758,-2943.190953274004,132396.27487525565,4684.123070996698,-2.657239845209997e-9,0.0,0.0,6.049594381631702e-12,7.909167261258776e-13,-58754.46593952415,-528.6865100530154,-75853.77229807689,7247.463724959236,1.1283168763321563e-8,-1.8227269894172862e-9,0.0,0.0,6.000320298593705e-12,8.185451425327021e-13,-3096.3661434562778,-18.625888640338424,-1429.3862905161407,58237.82035314547,1.1037626836540483e-8,-3.4263654164142038e-9,0.0,0.0,6.0534179722847626e-12,7.841883271527036e-13,13898.665357863645,-187.56841209806367,-58128.37581432303,10104.960449987393,2.411580508221632e-9,-2.778670239531134e-9,0.0,0.0,6.051113526529077e-12,7.785540661510922e-13,12958.424871443456,-78.53902559448422,-22379.676684505615,13792.412952433679,2.3500787524414383e-9,-2.663014347351194e-9,0.0,0.0,6.0378358540282634e-12,7.747494148845638e-13,-288.7533168629424,-15.489517535549409,-13198.318403407666,28725.861668872254,2.383578344675035e-9,-2.7123390251424664e-9,0.0,0.0,6.04036875913964e-12,7.757917247208133e-13,-11297.953661940071,-179.64109676486186,-16780.282353520117
t76,2137.045515325608,1.7207484919771209e-9,-6.43051277331948e-9,0.0,0.0,6.0424885407186026e-12,7.748404644402107e-13,11800.4857799769,-175.62486624080591,-12789.29587243617,28246.493526651706,4.681424221668716e-9,-1.0615337448862653e-8,0.0,0.0,6.047996087914626e-12,7.819421920135448e-13,53676.51295090856,-532.0419656115041,-79482.37106411015,8655.024555596536,2.57914546373595e-9,-2.4181106585462124e-9,0.0,0.0,6.037902438924845e-12,7.750556005334461e-13,-2258.448233804732,-62.44292448816507,-3712.6355605350304,18463.05043393429,2.688535585171338e-9,-2.638152158316475e-9,0.0,0.0,6.0336974099715736e-12,7.839938471990853e-13,-15140.165356913853,-212.94445211621823,-2846.79122486255,130362.80469143827,458.1419791328283,-4.584206247088854e-9,0.0,0.0,6.046017068069575e-12,7.897809681818411e-13,-57242.30863193739,-491.8957338197625,-69925.87692651291,8969.180805595988,3.0380284270274528e-9,-2.9828658506014633e-9,0.0,0.0,5.997664202572035e-12,8.172756625760754e-13,-1411.488381724624,-8.490670740229694,-1318.4207226914687,58184.411496571796,3.934218801334578e-9,-6.325011287931635e-9,0.0,0.0,6.04956745012405e-12,7.83468611631881e-13,9328.969824112017,-132.31609602807322,-53615.776056119714,9678.244612410574,1.689151279066754e-9,-6.423972370540996e-9,0.0,0.0,6.047591473917676e-12,7.783864334741854e-13,12844.555798609874,-78.25179196631089,-21839.666241331917,13685.715849941103,2.3020543591191162e-9,-2.7013088117213975e-9,0.0,0.0,6.037794225220889e-12,7.747310583605091e-13,-276.8990214551449,-15.55501871151154,-13103.344593970283,28329.75115810946,2.2997794647056545e-9,-2.7742496942905578e-9,0.0,0.0,6.0401378907461654e-12,7.757308476413113e-13,-11321.2147277716,-179.86260854914323,-16360.467753355417
t77,1974.8331507097544,1.8099966522668975e-9,-6.732462565975039e-9,0.0,0.0,6.041573320303674e-12,7.747465718539343e-13,13765.999593259687,-252.62878297671514,-12532.050983669507,28281.47652664037,4.296606039070649e-9,-1.1682858719372008e-8,0.0,0.0,6.046833641575104e-12,7.813454741924202e-13,49313.79496191715,-419.5835768675269,-75379.55285259504,8655.024555597298,2.4404839274289045e-9,-2.549247135132057e-9,0.0,0.0,6.037551339177015e-12,7.74935373078115e-13,-265.59044843230805,-2.497217114441377,-3691.31467582104,18793.3232670016,2.6202881702988965e-9,-2.6950191569217256e-9,0.0,0.0,6.0336392711678335e-12,7.836701090527356e-13,-15547.225042626953,-182.72528724741085,-2830.4427019546497,128329.4695077237,9.065938960672899e-9,-5.983491945400542e-9,0.0,0.0,6.044221569597065e-12,7.885556166204885e-13,-59332.944178962294,-435.0646429605912,-64168.41351634823,10693.520173080271,2.5773311752854553e-9,-3.710027711885224e-9,0.0,0.0,5.999577207400163e-12,8.144786247168762e-13,-653.4415834168269,-3.9307141345752203,-1214.7914358970831,61768.29024117008,3.453573382064119e-9,-8.955741505277655e-9,0.0,0.0,6.0474419366585956e-12,7.826717112756092e-13,1310.11988145881,-14.200832243333629,-49401.51839314804,9262.135274924047,1.7839839682103982e-9,-6.6656494186495684e-9,0.0,0.0,6.046769758721696e-12,7.782564040742701e-13,14372.92450947081,-38.0828297369392,-21749.59593840265,12623.01505893852,2.2375888221813175e-9,-2.7746603621961773e-9,0.0,0.0,6.038041571422034e-12,7.746320662498031e-13,905.1666868648754,-5.001519121870444,-13243.816510466904,20436.073440412223,2.2425012902560598e-9,-2.874699539089109e-9,0.0,0.0,6.039970907887499e-12,7.755601679722865e-13,-3868.8043795329504,-35.52626829344269,-16207.873064406529
t78,1934.2989683733545,1.917694275126548e-9,-6.6707873611545255e-9,0.0,0.0,6.0405071156623365e-12,7.748230123784877e-13,14227.326151016297,-246.13130933740425,-12414.661099483448,28351.44252661996,4.1302941753628265e-9,-1.3760349852051519e-8,0.0,0.0,6.045368789431772e-12,7.811087972762217e-13,45158.292976293356,-378.1211153243803,-71376.94179003527,8651.711975257813,2.3184099141680616e-9,-2.7360775428039914e-9,0.0,0.0,6.036284796198843e-12,7.750316889532014e-13,-203.33308389363336,-1.9118415582839365,-3751.430210797664,18910.643244127557,2.8075264064508886e-9,-2.535894849114224e-9,0.0,0.0,6.033031184172575e-12,7.838644868444671e-13,-15724.237105855987,-129.83141541406766,-2876.5383595162307,126296.40432394095,8.276625936449325e-9,-5.831962544545056e-9,0.0,0.0,6.043625918311276e-12,7.886807520927723e-13,-58676.26588089964,-424.79452485601405,-63317.941187031545,12702.408624394247,3.2579897128232998e-9,-3.017885915027122e-9,0.0,0.0,5.998469387416159e-12,8.138010371889709e-13,-2214.7651068377572,-13.322703560671213,-1166.395092051564,65512.395555489704,4.109455066324428e-9,-6.460657079220008e-9,0.0,0.0,6.046700025913919e-12,7.824465100390533e-13,2214.7651072250883,-13.322703567355722,-47433.400410096925,8867.238935881982,1.9234846353066203e-9,-6.3866879109666896e-9,0.0,0.0,6.045696969717433e-12,7.784299191831732e-13,15218.216943081477,-39.78673969852764,-22196.584212822956,11840.313861375775,2.4344062481064245e-9,-2.547604022987239e-9,0.0,0.0,6.037560785256467e-12,7.747140107222977e-13,2133.1146612859325,-11.786573590000494,-13675.493178389965,18830.813446939843,2.481544917137488e-9,-2.5948052753375887e-9,0.0,0.0,6.039808337714491e-12,7.757141260927746e-13,-2133.1146614151226,-11.786573590966329,-16385.782178459827
t79,1916.5707860589569,2.0704453787212203e-9,-5.600077704194785e-9,0.0,0.0,6.040388398513429e-12,7.747472060391181e-13,14061.265710684014,-236.91319291181804,-12147.073182194375,30774.242526604252,3.604585120307111e-9,-2.692107544873121e-8,0.0,0.0,6.044452665644378e-12,7.804269850625329e-13,36853.177721698434,-311.86213284868825,-65627.14450035234,8695.554950316724,2.3202132278450703e-9,-2.742009307706141e-9,0.0,0.0,6.036525141948996e-12,7.748905261476883e-13,-305.08525033980493,-2.868567423780788,-3691.6075672187103,18810.672945650324,2.3994822094152596e-9,-3.0060049352345234e-9,0.0,0.0,6.0323542219965285e-12,7.836322469909036e-13,-15671.271217258913,-129.2647469677873,-2830.6672865245946,124905.49388050949,8.29534907411294e-9,-5.850407020942107e-9,0.0,0.0,6.043425837216002e-12,7.882073753306449e-13,-58669.33746469666,-465.24846539542324,-61347.67695858116,13852.40525052453,3.9947346122041145e-9,-2.641168544837035e-9,0.0,0.0,5.999039908020274e-12,8.129978796012274e-13,-3373.685118195236,-20.294073894294762,-1143.5289663441417,72840.37961440682,4.5744579623712716e-9,-5.803266396931856e-9,0.0,0.0,6.046345996364299e-12,7.822278657025259e-13,9145.639477616678,-110.56453534027158,-46503.51129799508,6148.73864133812,2.0601235995678346e-9,-5.362142433530866e-9,0.0,0.0,6.045671978832209e-12,7.783320070097606e-13,17959.296140519455,-47.40114226523895,-22210.28276237521,11932.135224784506,2.3423871597155537e-9,-2.6294997280651392e-9,0.0,0.0,6.037726626548278e-12,7.746227661551792e-13,2215.149753317806,-12.239860357321936,-13848.443060295185,18642.009519188927,2.3941578833924116e-9,-2.6786006559015842e-9,0.0,0.0,6.039791003326727e-12,7.75473975958292e-13,-2215.149753345769,-12.23986035732388,-16114.036585243519
t80,2537.637421438223,2.1638655629557057e-9,-5.107794665658986e-9,0.0,0.0,6.040213598223384e-12,7.745914488572271e-13,13803.609656105777,-237.56312779764386,-12509.183893217985,34601.213526599444,3.6983841710052966e-9,-2.6102235716722358e-8,0.0,0.0,6.043691060005133e-12,7.803017863436046e-13,34315.242627759246,-286.9600000685779,-66965.98467197192,7475.478936179568,2.3204149449023156e-9,-2.748080012516774e-9,0.0,0.0,6.036814022144501e-12,7.747764108876271e-13,996.3248100767676,-3.250358751462475,-3772.1780314353277,18389.10465342825,2.420847041387975e-9,-3.0296794224500177e-9,0.0,0.0,6.032209296528224e-12,7.835894356315219e-13,-15212.55622283519,-116.94800843043805,-2892.4474658002337,129829.57487619188,8.470211031248604e-9,-5.699918146519966e-9,0.0,0.0,6.042246661481558e-12,7.876461797553138e-13,-61003.31958724613,-509.3516730816253,-63849.5694163885,15304.097179828428,5.350814501576204e-9,-2.2242477965379445e-9,0.0,0.0,5.99983782443949e-12,8.117132097088406e-13,-4709.411057182353,-28.329003046994096,-1243.4250984066623,78111.2052033908,5.207703283016934e-9,-5.120560163860074e-9,0.0,0.0,6.045868579151978e-12,7.821748183359119e-13,13898.242828532326,-172.03770767197403,-50565.954001870916,6639.560794453213,2.147363149594774e-9,-4.997208878208935e-9,0.0,0.0,6.04552208732877e-12,7.781788224114095e-13,17911.866944818503,-45.18250972881524,-22656.23610008081,12372.784229776329,2.268678263772751e-9,-2.732200095124888e-9,0.0,0.0,6.037713296279919e-12,7.745700165013532e-13,1900.5287580347324,-10.50141489026241,-13977.947960935764,18470.893651500493,2.3481761324219575e-9,-2.72743826014332e-9,0.0,0.0,6.039876946440425e-12,7.753377677383862e-13,-1900.5287580636693,-10.501414890270109,-16261.0186037699
t81,2907.7372391113654,2.25956410093096e-9,-4.735432437889944e-9,0.0,0.0,6.039908004648057e-12,7.745063910269474e-13,13679.138861629795,-237.87710416298023,-12754.184963684775,38309.798526607,3.723774191017771e-9,-2.7176510031491337e-8,0.0,0.0,6.043039967051881e-12,7.803582421700309e-13,33608.69839203268,-278.7874244141579,-69984.3705875404,6670.668664099976,2.3032884801543846e-9,-2.8035505773828084e-9,0.0,0.0,6.036922159384928e-12,7.746869216566676e-13,1857.5662534287346,-6.060028482270868,-3822.9898631878455,18271.784676301933,2.410884520531172e-9,-3.0803534375237782e-9,0.0,0.0,6.0320513289459955e-12,7.835591442269707e-13,-15072.08922648182,-109.04065675356975,-2931.4091883807864,138627.37927601582,8.612999289102877e-9,-5.627015215567461e-9,0.0,0.0,6.040003324439563e-12,7.866759004234813e-13,-69094.65335871222,-633.8242874482479,-64307.09481583781,15906.35778756199,1.0262650085681264e-8,-6.819097257418361e-10,0.0,0.0,5.999617888766738e-12,8.105826540077949e-13,-5258.634680289259,-31.63280420249219,-1289.8544807579995,73115.20291273309,5.941254251528985e-9,-4.601792142505519e-9,0.0,0.0,6.044557143627993e-12,7.818944057067778e-13,22243.636019150952,-297.26967744093486,-52454.08221749197,6328.507176959845,2.2574746449820617e-9,-4.641495816435431e-9,0.0,0.0,6.045324228812451e-12,7.780115099265109e-13,18036.337739269853,-45.49648609420502,-22471.24567186595,12620.34615769239,2.2255217963311774e-9,-2.8250561726861403e-9,0.0,0.0,6.037709314615212e-12,7.745303782335068e-13,1659.9215850150222,-9.1719344819307,-13987.561676646847,18238.538636346315,2.3247566399782556e-9,-2.7798352497634126e-9,0.0,0.0,6.0399358334204985e-12,7.752360869719085e-13,-1659.9215850437417,-9.171934481935741,-16271.92972245162
t82,2781.7025640440547,2.4257287128744707e-9,-4.33788241392885e-9,0.0,0.0,6.0398523694927394e-12,7.744103589910166e-13,14334.096011142565,-236.22498114036947,-13286.66573129143,39059.336526595085,3.78758086460017e-9,-3.304854171347267e-8,0.0,0.0,6.0431263760022475e-12,7.808483256972904e-13,40434.33277685796,-338.16572913706904,-77440.78636292016,7602.526135014154,2.3370738901004175e-9,-2.7867798335375285e-9,0.0,0.0,6.037223381429304e-12,7.746078142550805e-13,1102.3345342485081,-7.8904768038500395,-3995.9547181263,18250.097577991666,2.389935807100627e-9,-3.1427039865971954e-9,0.0,0.0,6.032184522477178e-12,7.835128868912376e-13,-14914.94830577497,-110.45418717085516,-3064.0359499413685,144981.47436757648,6.460906070885046e-9,-6.92256787034893e-9,0.0,0.0,6.038480528061507e-12,7.858990064131758e-13,-74403.60884874468,-670.7622540839236,-65278.35848364953,22479.93322579344,6.977207339386126e-10,-254.4925542775903,0.0,0.0,5.9694328742880305e-12,8.064785402181379e-13,-7814.279613729377,-47.00603712413246,-1385.250185468069,88664.36388167349,5.306164969742166e-9,-5.0918544344965385e-9,0.0,0.0,6.042576360862096e-12,7.815574964827154e-13,23541.622581531923,-292.9737663560481,-56333.507542368134,6952.830426972721,2.4091888967387177e-9,-4.277011417729863e-9,0.0,0.0,6.04534067776192e-12,7.778753553833753e-13,17720.450864490642,-47.03247505704581,-22777.0811701143,12976.897175313465,2.19916434938764e-9,-2.87962373019491e-9,0.0,0.0,6.037967841258785e-12,7.744294001908507e-13,1528.0050610828937,-8.443026727728212,-14213.653985844683,18673.79227528984,2.279631019515001e-9,-2.8629720664732323e-9,0.0,0.0,6.039942737628774e-12,7.751882280866466e-13,-1528.0050611054658,-8.443026727809562,-16840.55770084074
t83,2050.2395477069804,2.151702721298482e-9,-6.0998577885568605e-9,0.0,0.0,6.038394647970446e-12,7.746198827268124e-13,15054.356090521364,-255.1479363452409,-13237.99795436868,37732.55148026079,3.707615507700781e-9,-4781.314491388704,0.0,0.0,6.042623091980994e-12,7.813931045073555e-13,49285.28587978431,-446.9552184726609,-79966.06094948319,8060.270848459683,2.398455054758677e-9,-2.759062402453044e-9,0.0,0.0,6.036418714426943e-12,7.747163839190815e-13,596.6064418007844,-1.9463381311352361,-3959.859614798435,18241.422738667367,2.4332920393912364e-9,-3.1363676093002076e-9,0.0,0.0,6.031375001144294e-12,7.838681182895447e-13,-14921.251254932773,-116.80387494737722,-3036.3587859055137,142996.42082305,3.736425536252334e-9,-4654.999999893993,0.0,0.0,6.034979475782171e-12,7.857275209480093e-13,-69189.19216939501,-589.2114013738562,-64015.82332442102,23365.996773239192,1.2484338578742983e-8,-1141.720235542236,0.0,0.0,5.968041594345641e-12,8.059142899903726e-13,-7814.279613729002,-47.006037124130955,-1384.0860517003407,110499.5969890225,3.4863214482507215e-9,-1.2193078489771393e-8,0.0,0.0,6.038826898139677e-12,7.813901839038782e-13,6632.745902555088,-359.06822280605,-56286.166102480514,3971.30268795694,2.1739310275530637e-9,-5.837666569065427e-9,0.0,0.0,6.044231181725127e-12,7.782068973885685e-13,20355.72872339939,-96.13042973725685,-22336.222080097206,12933.098424342284,2.3546897618244073e-9,-2.695322685000222e-9,0.0,0.0,6.037426375224445e-12,7.745710105278e-13,1490.089314409639,-8.233522406827879,-14132.358496841927,18543.19093381397,2.442703396423396e-9,-2.6726926795930405e-9,0.0,0.0,6.039880387094223e-12,7.753810641041273e-13,-1490.0893144137576,-8.233522406873899,-16748.291114699132
t84,1748.608183071628,2.232227671010707e-9,-5.576680796901035e-9,0.0,0.0,6.0383302304926965e-12,7.7458737022942e-13,15004.68836445575,-247.3375274398644,-12902.319681479294,37198.95988187684,3.737889335335487e-9,-2781.463778521972,0.0,0.0,6.042668180232949e-12,7.814750923456823e-13,49872.97589896394,-449.93007015632975,-82014.06037977233,8497.360649211898,2.428503419355532e-9,-2.7198154007686042e-9,0.0,0.0,6.036569155308498e-12,7.746411277168378e-13,122.15725512388387,-0.3985195386404434,-3925.595866368304,18441.36333562302,2.4246497930925326e-9,-3.1543198248877854e-9,0.0,0.0,6.0315196988877385e-12,7.83710974126981e-13,-15135.817206526952,-122.62765241461634,-3010.08587633188,141498.6394162955,3.952902619808389e-9,-850.3107400682859,0.0,0.0,6.0351324392985986e-12,7.858019523461992e-13,-70481.07546516966,-609.4158059795171,-64990.43907323066,23723.65398402714,1.464809731511331e-9,-1490.753839782433,0.0,0.0,5.964187250736858e-12,8.049969569373613e-13,-7814.279613729266,-47.00603712413243,-1392.7096581648536,106885.32438847685,3.951276865482419e-9,-9.16471106743855e-9,0.0,0.0,6.038865135290637e-12,7.813780081481733e-13,9006.644037144248,-365.73937521544156,-56636.85943203737,4547.795363069437,2.2550765343621466e-9,-5.369786316415292e-9,0.0,0.0,6.0442560673393734e-12,7.781253486198561e-13,19424.70672974466,-93.78193583561168,-21986.389749359158,12591.285925107324,2.2713022798031302e-9,-2.80013001137092e-9,0.0,0.0,6.0375658086184704e-12,7.745077429704859e-13,1728.2463177217885,-9.549464346692043,-14026.071117039412,18663.34860512486,2.27295896956933e-9,-2.912890781690574e-9,0.0,0.0,6.0395769448445894e-12,7.75171178417265e-13,-1728.246317728378,-9.54946434674771,-16627.659898814793
t85,1662.4241830649541,2.3090666948806805e-9,-5.189330324854272e-9,0.0,0.0,6.0382947134928655e-12,7.745592830326134e-13,14845.491369385785,-248.6167901064387,-12654.38016106998,36670.522017254865,3.81412470953355e-9,-2433.2896258009055,0.0,0.0,6.042728356093163e-12,7.814889757979785e-13,50232.01715477441,-453.27373811770167,-82186.15058776546,8485.474331529904,2.449659981879746e-9,-2.688063100576352e-9,0.0,0.0,6.036571325345755e-12,7.74638928091669e-13,95.13954574214294,-0.3103783549644619,-3886.8681217403164,18432.688496299666,2.441888527653095e-9,-3.128863945049853e-9,0.0,0.0,6.031499327235456e-12,7.83730898220989e-13,-15156.004415423999,-123.04454453174716,-2980.3900438786177,141392.03845356088,4.048861611463526e-9,-3128.929984509734,0.0,0.0,6.0351453819354675e-12,7.853502575070906e-13,-70041.45733651395,-602.5403996851585,-63058.58780645355,23386.895278041582,1.2078316733661108e-8,-1162.1589420996024,0.0,0.0,5.968890154676469e-12,8.050538894046985e-13,-7814.27961372963,-47.00603712413454,-1384.545849893121,107068.56595882433,4.329183603017406e-9,-7.868776059061628e-9,0.0,0.0,6.038840177243698e-12,7.813099082472392e-13,8480.442278694598,-360.25671602392475,-56304.86456232024,4437.41486306536,2.3328339630437314e-9,-4.997218488402415e-9,0.0,0.0,6.044246289255999e-12,7.780768793309793e-13,19358.651017078242,-93.61531094444152,-21810.286786471464,12235.508977724154,2.2476489096085307e-9,-2.8310427793854376e-9,0.0,0.0,6.037753877935977e-12,7.744835459744592e-13,2008.7248574053808,-11.099254898598666,-13947.673128236645,18857.948667280205,2.2182645857631715e-9,-3.021500722466891e-9,0.0,0.0,6.039346940910788e-12,7.751050123784791e-13,-2008.7248574129717,-11.099254898659435,-16538.681840180398
t86,1751.1155476645129,2.379061166686008e-9,-4.905888716871847e-9,0.0,0.0,6.038274709158093e-12,7.745400029572733e-13,14594.589654687112,-253.0105000400496,-12483.382391103962,36622.417626537455,3.8640057100171416e-9,-4957.300889419757,0.0,0.0,6.042636735912681e-12,7.813308929932793e-13,51223.05917486998,-459.6533878688372,-80592.3176540208,8448.256517146388,2.4798918636007497e-9,-2.6493054667414267e-9,0.0,0.0,6.036475602730034e-12,7.746159796763455e-13,88.88074819983373,-0.2899599761888233,-3843.43234668198,18437.025915961705,2.4503072758239256e-9,-3.1144554512525204e-9,0.0,0.0,6.031464736162719e-12,7.836875826916327e-13,-15192.767978451644,-123.48441134271688,-2947.0841668904236,137432.2840491435,4.158646204971355e-9,-2482.627003901118,0.0,0.0,6.035180305200072e-12,7.851979720529209e-13,-69272.1641264123,-590.5090410259803,-60538.49231008028,22531.936883127168,1.129246105783482e-8,-336.72874795823003,0.0,0.0,5.9693103924364365e-12,8.052260292260598e-13,-7814.279613729704,-47.00603712413496,-1355.017649166202,106595.26510498385,4.750537610519223e-9,-6.941043998907187e-9,0.0,0.0,6.038979498229619e-12,7.81296792239403e-13,7728.314681617582,-347.9492386820141,-55104.05106609221,5159.253038182588,2.4108995126224017e-9,-4.7211690307862254e-9,0.0,0.0,6.044239593182733e-12,7.780557392307022e-13,18644.367459225967,-91.81353763406244,-21821.44495035749,12074.045070129872,2.242545859294092e-9,-2.8340938181414043e-9,0.0,0.0,6.037891848402065e-12,7.744945403151308e-13,2168.234938556616,-11.980631480852775,-13943.956548629441,19015.00335718471,2.2363142039111827e-9,-2.982857817004983e-9,0.0,0.0,6.039237049458876e-12,7.751034550279258e-13,-2168.2349385634343,-11.980631480911784,-16534.463695770584
t87,1806.857912265534,2.449675588841387e-9,-4.654408536268596e-9,0.0,0.0,6.0383534197371615e-12,7.744855427333048e-13,14429.446523633595,-255.59267634086302,-12368.817272050504,35667.15352687898,3.926328622404453e-9,-6807.509242513713,0.0,0.0,6.042748831485213e-12,7.811014832260219e-13,52165.05198736451,-469.716457474605,-78708.71187455389,8858.066244530106,2.1129865653359624e-9,-3.252333062659353e-9,0.0,0.0,6.035694062323775e-12,7.745743332435555e-13,-315.3602956891669,-2.965178649283482,-3831.491141600574,18563.02073241145,2.456569289111822e-9,-3.100962739349601e-9,0.0,0.0,6.031690072990051e-12,7.834602639765987e-13,-15323.793601638712,-125.54717317453797,-2937.9278364923134,133579.49060783646,4.167325492631328e-9,-4654.999998643457,0.0,0.0,6.035384477033749e-12,7.84939668026447e-13,-65627.91324381174,-533.5147911913626,-58271.565256376816,21664.330698460908,268.7441095785391,-2.0915326336690506e-9,0.0,0.0,5.999803331533022e-12,8.066775950663005e-13,-7814.279613509956,-47.00603712290877,-1321.0108359125652,109469.19256882502,5.039122944477988e-9,-6.532193726454087e-9,0.0,0.0,6.039253332963646e-12,7.812969582453281e-13,3720.5327855534315,-296.5495227094752,-53721.10732711097,5404.488375740801,2.4875296967569237e-9,-4.47894398472275e-9,0.0,0.0,6.04431715287131e-12,7.780502099499083e-13,18766.315458080728,-94.29083564978842,-22183.673690739473,12202.395346992542,2.2549963527507038e-9,-2.8102639350556718e-9,0.0,0.0,6.037639267933276e-12,7.745620008976702e-13,2160.923302000247,-11.940230866768957,-14065.075990165044,19145.0758331465,2.270424123156733e-9,-2.9016689356372925e-9,0.0,0.0,6.039282941303573e-12,7.750850629921088e-13,-2160.9233019829244,-11.940230866688436,-16671.928609543214
