Time_Index,None,MIDAT_reference_naturalgas,NE_reference_naturalgas,NE_reference_uranium,SE_reference_naturalgas,SE_reference_uranium,SE_reference_naturalgas_ccs90,SE_reference_naturalgas_ccs100,MIDAT_reference_naturalgas_ccs90,MIDAT_reference_uranium,MIDAT_reference_naturalgas_ccs100,NE_reference_naturalgas_ccs90,NE_reference_naturalgas_ccs100
42169,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42170,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42171,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42172,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42173,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42174,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42175,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42176,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42177,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42178,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42179,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42180,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42181,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42182,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42183,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42184,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42185,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42186,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42187,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42188,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42189,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42190,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42191,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42192,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42193,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42194,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42195,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42196,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42197,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42198,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42199,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42200,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42201,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42202,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42203,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42204,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42205,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42206,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42207,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42208,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42209,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42210,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42211,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42212,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42213,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42214,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42215,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42216,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42217,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42218,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42219,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42220,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42221,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42222,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42223,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42224,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42225,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42226,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42227,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42228,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42229,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42230,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42231,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42232,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42233,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42234,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42235,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42236,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42237,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42238,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42239,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42240,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42241,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42242,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42243,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42244,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42245,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42246,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42247,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42248,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42249,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42250,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42251,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42252,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42253,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42254,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42255,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42256,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42257,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42258,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42259,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42260,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42261,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42262,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42263,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42264,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42265,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42266,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42267,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42268,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42269,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42270,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42271,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42272,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42273,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42274,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42275,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42276,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42277,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42278,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42279,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42280,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42281,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42282,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42283,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42284,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42285,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42286,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42287,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42288,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42289,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42290,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42291,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42292,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42293,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42294,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42295,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42296,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42297,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42298,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42299,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42300,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42301,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42302,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42303,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42304,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42305,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42306,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42307,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42308,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42309,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42310,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42311,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42312,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42313,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42314,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42315,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42316,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42317,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42318,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42319,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42320,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42321,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42322,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42323,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42324,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42325,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42326,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42327,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42328,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42329,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42330,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42331,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42332,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42333,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42334,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42335,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42336,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42337,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42338,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42339,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42340,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42341,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42342,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42343,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42344,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42345,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42346,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42347,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42348,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42349,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42350,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42351,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42352,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42353,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42354,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42355,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42356,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42357,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42358,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42359,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42360,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42361,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42362,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42363,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42364,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42365,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42366,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42367,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42368,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42369,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42370,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42371,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42372,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42373,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42374,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42375,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42376,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42377,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42378,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42379,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42380,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42381,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42382,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42383,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42384,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42385,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42386,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42387,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42388,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42389,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42390,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42391,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42392,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42393,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42394,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42395,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42396,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42397,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42398,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42399,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42400,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42401,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42402,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42403,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42404,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42405,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42406,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42407,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42408,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42409,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42410,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42411,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42412,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42413,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42414,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42415,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42416,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42417,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42418,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42419,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42420,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42421,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42422,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42423,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42424,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42425,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42426,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42427,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
42428,0,3.58,4.4,0.73,3.68,0.73,4.15,4.21,4.06,0.73,4.11,4.88,4.93
